7,#FF0000 
8,#FF0000 
9,#FF0000 
10,#F4DC42 
11,#F4DC42 
12,#FF0000 
13,#FF0000 
14,#F4DC42 
15,#F4DC42 
16,#00FF00 
17,#FF0000 
18,#FF0000 
19,#00FF00 
20,#FF0000 
21,#FF0000 
22,#00FF00 
