7,#FF0000 
8,#F4DC42 
9,#00FF00 
10,#F4DC42 
11,#00FF00 
12,#FF0000 
13,#FF0000 
14,#F4DC42 
15,#F4DC42 
16,#FF0000 
17,#FF0000 
18,#F4DC42 
19,#00FF00 
20,#F4DC42 
21,#FF0000 
22,#00FF00 
