7,#F4DC42 
8,#FF0000 
9,#FF0000 
10,#F4DC42 
11,#F4DC42 
12,#00FF00 
13,#00FF00 
14,#00FF00 
15,#FF0000 
16,#FF0000 
17,#00FF00 
18,#00FF00 
19,#00FF00 
20,#F4DC42 
21,#F4DC42 
22,#F4DC42 
