7,#FF0000 
8,#FF0000 
9,#FF0000 
10,#F4DC42 
11,#FF0000 
12,#FF0000 
13,#F4DC42 
14,#F4DC42 
15,#FF0000 
16,#FF0000 
17,#F4DC42 
18,#F4DC42 
19,#F4DC42 
20,#FF0000 
21,#F4DC42 
22,#F4DC42 
